"SKU","Qtd Vendida","Data da Venda","Código Cliente","Produto","Marca","","Categoria","Preço Unitário","","Custo Unitário","Preço com Desconto","Ticket","Loja","Gerente","Data de Nascimento","Nome Cliente","Sobrenome cliente","","Gênero"
"HL1024","1","7/21/2016","349","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","São Paulo - SP","Matheus Leal","8/3/1994","Fabio","Netto","","M"
"HL1007","3","7/21/2016","240","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Belo Horizonte - MG","Marcus Cavalcanti","12/14/1991","David","Lyra","","M"
"HL1021","5","7/22/2016","668","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Guarulhos - SP","Carolina Biccas","6/8/1952","Eric","Ribeiro","","M"
"HL1007","2","7/22/2016","415","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Recife - PE","Allan Centurione","2/12/1955","Gabriella","Silveira","","F"
"HL1008","1","7/22/2016","424","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","4/11/1950","Caio","Freire","","M"
"HL1008","1","7/22/2016","169","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Porto Alegre - RS","Marcus Cavalcanti","1/22/1970","Cícero","Cunha","","M"
"HL1014","4","7/22/2016","797","Galaxy J8","Samsung","","Celular","1100","","550","935","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","8/25/1984","Bernardo","Fraga","","M"
"HL1021","4","7/22/2016","32","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Belo Horizonte - MG","Pedro Henrique","12/26/1951","Lucas","Nauenberg","","M"
"HL1019","3","7/22/2016","593","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Recife - PE","Alfredo Araújo","3/30/1985","Igor","Barbosa","","M"
"HL1012","3","7/22/2016","32","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Niterói - RJ","Alfredo Araújo","12/26/1951","Carolina","Júnior","","F"
"HL1007","3","7/22/2016","638","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Porto Alegre - RS","Allan Centurione","12/20/1991","Raísa","Silva","","F"
"HL1006","5","7/22/2016","548","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","São Paulo - SP","Allan Centurione","8/25/1980","Adriana","Magalhães","","F"
"HL1009","4","7/22/2016","724","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Guarulhos - SP","Marcus Cavalcanti","7/3/1955","Raphael","Santos","","M"
"HL1005","5","7/22/2016","324","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","6/5/1980","Stela","Sobral","","F"
"HL1014","5","7/22/2016","645","Galaxy J8","Samsung","","Celular","1100","","550","935","Ticket Baixo","online","Carolina Biccas","9/9/1958","José","Silva","","M"
"HL1023","5","7/22/2016","462","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","online","Alfredo Araújo","8/8/1971","Mayara","Andrade","","F"
"HL1008","5","7/22/2016","140","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Niterói - RJ","Arthur Barreto","11/13/1977","Juliana","Vasconcelos","","F"
"HL1013","2","7/22/2016","116","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","São Paulo - SP","Eduardo Julianelli","4/20/1995","Victoria","Cunha","","F"
"HL1007","2","7/22/2016","110","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","João Pedro","6/2/1952","Larissa","Lima","","F"
"HL1015","2","7/22/2016","505","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","São Paulo - SP","Diego Amorim","12/24/2000","Gabrielle","Sperandei","","F"
"HL1001","2","7/22/2016","418","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Diego Amorim","10/11/1954","Gabrielle","Soares","","F"
"HL1006","2","7/22/2016","663","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Guarulhos - SP","Allan Centurione","8/5/1975","Manuela","Jorge","","F"
"HL1019","4","7/22/2016","436","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Campinas - SP","Marcus Cavalcanti","4/6/1954","Helvio","Almeida","","M"
"HL1012","4","7/23/2016","523","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Recife - PE","Carolina Biccas","11/7/1952","Luíza","Teixeira","","F"
"HL1018","5","7/23/2016","6","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","online","Marcus Cavalcanti","6/30/1969","Alvaro","Procaci","","M"
"HL1021","4","7/23/2016","460","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","online","Marcus Cavalcanti","9/4/1966","Natalia","Mello","","F"
"HL1024","4","7/23/2016","8","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","2/1/1979","Rubens","Seixas","","M"
"HL1015","2","7/23/2016","174","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Marcus Cavalcanti","6/16/1998","Jessica","Candido","","F"
"HL1008","2","7/23/2016","593","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","3/30/1985","Marina","Lira","","F"
"HL1020","2","7/23/2016","17","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","6/4/1950","Lucas","Firmino","","M"
"HL1001","4","7/23/2016","117","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Carolina Cotta","2/1/1950","Paloma","Marques","","F"
"HL1008","4","7/23/2016","534","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Porto Alegre - RS","Carolina Biccas","2/20/1983","Amanda","Limp","","F"
"HL1023","4","7/23/2016","67","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Guarulhos - SP","Alfredo Araújo","8/7/1997","Rafaela","Lopes","","F"
"HL1010","4","7/23/2016","525","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","São Paulo - SP","Natália Candiotto","1/23/1991","Iuri","Fahrnholz","","M"
"HL1013","3","7/23/2016","264","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Campinas - SP","Giovanna Menaged","5/14/1970","Marcela","Miura","","F"
"HL1009","3","7/23/2016","43","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Salvador - BA","Diego Amorim","11/29/1962","Raul","Isbelle","","M"
"HL1018","3","7/23/2016","785","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Porto Alegre - RS","Carolina Biccas","10/2/1979","Bruna","Campelo","","F"
"HL1008","3","7/23/2016","129","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Belo Horizonte - MG","Carolina Cotta","10/28/1966","Luiza","Barroso","","F"
"HL1015","5","7/23/2016","414","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Porto Alegre - RS","Diego Amorim","10/4/1984","Michelle","Santos","","F"
"HL1002","5","7/23/2016","203","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Campinas - SP","Carolina Biccas","4/18/1984","Gabrielle","Moura","","F"
"HL1021","5","7/23/2016","155","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","São Paulo - SP","Alfredo Araújo","4/23/1967","João","Pedrosa","","M"
"HL1024","5","7/23/2016","528","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Campinas - SP","Matheus Leal","3/29/1956","Maria","Aliani","","F"
"HL1001","2","7/23/2016","382","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Guarulhos - SP","Arthur Barreto","10/14/1975","Maria","Miranda","","F"
"HL1019","2","7/23/2016","622","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","online","Arthur Barreto","8/16/1950","Gabrielle","Machado","","F"
"HL1015","2","7/23/2016","585","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","São Paulo - SP","Carolina Cotta","7/24/1955","Juan","Rodrigues","","M"
"HL1007","1","7/23/2016","637","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","São Paulo - SP","Pedro Henrique","12/13/1977","Bruno","Vasconcelos","","M"
"HL1017","1","7/23/2016","212","Smart TV 75' 4K","Samsung","","Televisão","5200","","3500","4420","Ticket Alto","Campinas - SP","Giovanna Menaged","2/25/1996","Lucas","Rubim","","M"
"HL1007","5","7/24/2016","680","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Guarulhos - SP","Diego Amorim","3/31/1963","Lucas","Vogel","","M"
"HL1008","1","7/24/2016","196","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","online","Marcus Cavalcanti","9/7/1994","Raissa","Fonseca","","F"
"HL1008","1","7/24/2016","252","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","9/23/1965","Thays","Johnson","","F"
"HL1009","4","7/24/2016","111","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","São Paulo - SP","Carolina Biccas","5/3/1976","Adriano","Racy","","M"
"HL1013","4","7/24/2016","278","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Salvador - BA","João Pedro","11/22/1977","Lucas","Garcia","","M"
"HL1005","3","7/24/2016","416","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","Diego Amorim","2/6/1970","Mariana","Almeida","","F"
"HL1009","3","7/24/2016","658","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Rio de Janeiro - RJ","Carolina Biccas","9/13/1995","Luiza","Lopes","","F"
"HL1007","3","7/24/2016","378","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Marcus Cavalcanti","9/25/1957","Amanda","Vilela","","F"
"HL1002","5","7/24/2016","695","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","São Paulo - SP","Carolina Cotta","5/2/1993","Lucas","Calmon","","M"
"HL1004","5","7/24/2016","65","Apple Watch","Apple","","Smart Watch","1750","","900","1488","Ticket Baixo","Curitiba - PR","Carolina Cotta","8/15/1969","Thomáz","Monteiro","","M"
"HL1024","5","7/24/2016","374","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","São Paulo - SP","Carolina Cotta","5/27/1974","Henrique","Rezende","","M"
"HL1024","5","7/24/2016","726","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Campinas - SP","Arthur Barreto","1/9/1991","Isabella","Delgado","","F"
"HL1018","1","7/24/2016","157","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","São Paulo - SP","Carolina Biccas","11/4/1985","Pedro","Marchesi","","M"
"HL1006","1","7/24/2016","657","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","São Paulo - SP","Arthur Barreto","11/28/1984","Platini","Xavier","","M"
"HL1022","1","7/24/2016","222","iPad 32GB Wifi","Apple","","Tablet","750","","350","638","Ticket Baixo","online","Arthur Barreto","5/28/1981","Thales","Reis","","M"
"HL1001","5","7/25/2016","372","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Marcus Cavalcanti","6/3/2000","Diego","Alves","","M"
"HL1005","5","7/25/2016","815","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","10/4/1950","Bruna","Correa","","F"
"HL1004","5","7/25/2016","182","Apple Watch","Apple","","Smart Watch","1750","","900","1488","Ticket Baixo","online","Marcus Cavalcanti","11/8/1954","Thales","Merotto","","M"
"HL1023","2","7/25/2016","141","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","12/15/1953","Anna","Silva","","F"
"HL1015","4","7/25/2016","648","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Niterói - RJ","Carolina Biccas","2/27/1984","Luiz","Costa","","M"
"HL1005","4","7/25/2016","676","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Recife - PE","Pedro Henrique","7/17/1950","Thaís","Ramos","","F"
"HL1008","4","7/25/2016","817","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","online","Giovanna Menaged","9/22/1972","Larissa","Fernandes","","F"
"HL1002","3","7/25/2016","578","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Rio de Janeiro - RJ","Alfredo Araújo","10/21/1964","Carolina","Araujo","","F"
"HL1009","3","7/25/2016","83","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","São Paulo - SP","Alfredo Araújo","9/20/1954","Wen","Silva","","F"
"HL1010","3","7/25/2016","274","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","São Paulo - SP","Carolina Biccas","2/7/1988","Daniela","Assumpção","","F"
"HL1011","2","7/25/2016","93","Tablet M10 Android","Samsung","","Tablet","2000","","1100","1700","Ticket Baixo","Guarulhos - SP","Arthur Barreto","1/20/1999","Caio","Macckione","","M"
"HL1001","2","7/25/2016","45","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Belo Horizonte - MG","Carolina Biccas","12/31/1950","Rodrigo","Silva","","M"
"HL1010","2","7/25/2016","501","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","Guarulhos - SP","Allan Centurione","7/10/1956","Raíssa","Barbosa","","F"
"HL1023","1","7/25/2016","317","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","online","Allan Centurione","2/28/1968","Yasser","Júnior","","M"
"HL1015","1","7/25/2016","667","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Porto Alegre - RS","Natália Candiotto","3/6/1995","Roberta","Delgado","","F"
"HL1018","1","7/26/2016","424","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Guarulhos - SP","Alfredo Araújo","4/11/1950","Anna","Rodrigues","","F"
"HL1015","5","7/26/2016","99","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","2/14/1969","Giuseppe","Pimenta","","M"
"HL1019","5","7/26/2016","605","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","São Paulo - SP","Marcus Cavalcanti","3/4/1984","Jéssica","Varella","","F"
"HL1005","2","7/26/2016","606","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","10/30/1976","Victor","Miranda","","M"
"HL1008","2","7/26/2016","314","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","5/31/1977","Maria","Pedrosa","","F"
"HL1013","3","7/26/2016","769","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Guarulhos - SP","Marcus Cavalcanti","7/16/1981","Andressa","Costa","","F"
"HL1018","3","7/26/2016","664","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","1/12/1986","Mateus","Siqueira","","M"
"HL1015","1","7/26/2016","466","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Marcus Cavalcanti","8/21/1997","Anna","Vasconcellos","","F"
"HL1008","1","7/26/2016","209","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","online","Marcus Cavalcanti","8/27/1963","Thales","Freire","","M"
"HL1007","1","7/26/2016","256","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Recife - PE","Marcus Cavalcanti","1/23/1987","Felipe","Ribeiro","","M"
"HL1001","4","7/26/2016","731","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Allan Centurione","6/30/1984","Luana","Rosa","","F"
"HL1021","4","7/26/2016","606","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","São Paulo - SP","Carolina Cotta","10/30/1976","Jorge","Garcia","","M"
"HL1002","3","7/26/2016","594","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Belo Horizonte - MG","Arthur Barreto","3/23/1993","Wilson","Rodrigues","","M"
"HL1023","5","7/26/2016","152","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","online","Allan Centurione","7/15/1952","José","Santana","","M"
"HL1023","5","7/26/2016","120","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Rio de Janeiro - RJ","Alfredo Araújo","6/7/1983","Nina","Pedrosa","","F"
"HL1013","5","7/26/2016","439","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Niterói - RJ","João Pedro","7/30/1984","Nathan","Ferreira","","M"
"HL1024","2","7/26/2016","143","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","São Paulo - SP","Matheus Leal","8/3/1995","Cícero","Rezende","","M"
"HL1011","1","7/26/2016","156","Tablet M10 Android","Samsung","","Tablet","2000","","1100","1700","Ticket Baixo","online","Allan Centurione","8/31/1967","Natalia","Meirelles","","F"
"HL1024","1","7/26/2016","251","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","3/15/1959","Gabriella","Braga","","F"
"HL1006","1","7/26/2016","648","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","online","Diego Amorim","2/27/1984","Natalia","Guimarães","","F"
"HL1008","1","7/26/2016","548","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","São Paulo - SP","Arthur Barreto","8/25/1980","Carlos","Botelho","","M"
"HL1007","1","7/26/2016","136","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Porto Alegre - RS","Pedro Henrique","6/6/1953","Gabriel","Pinheiro","","M"
"HL1008","1","7/26/2016","596","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","São Paulo - SP","Pedro Henrique","10/29/1982","Alberto","Nauenberg","","M"
"HL1005","1","7/27/2016","389","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Eduardo Julianelli","11/15/1985","Deysiane","Silva","","F"
